,Model,Company,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4489,Volvo XC90 2007-2015,Volvo,Kochi,2014,102001.0,Diesel,Automatic,First,11.1,2400.0,200.0,7,23.58
4490,Hyundai i10 Sportz,Hyundai,Coimbatore,2014,47439.0,Petrol,Manual,First,20.36,1197.0,78.9,5,4.49
4491,Toyota Fortuner 3.0,Toyota,Hyderabad,2010,193254.0,Diesel,Manual,First,11.5,2982.0,171.0,7,12.99
4492,Tata Nano XTA,Tata,Bangalore,2016,29000.0,Petrol,Automatic,First,21.9,624.0,37.48,4,2.8
4493,Renault Lodgy 110PS,Renault,Coimbatore,2016,51681.0,Diesel,Manual,First,19.98,1461.0,108.5,8,8.43
4494,Audi Q7 3.0,Audi,Hyderabad,2015,50000.0,Diesel,Automatic,First,12.07,2967.0,241.4,7,47.5
4495,Honda City i,Honda,Mumbai,2016,42666.0,Petrol,Automatic,First,18.0,1497.0,117.3,5,8.95
4496,Renault Duster 110PS,Renault,Jaipur,2013,65000.0,Diesel,Manual,Second,19.01,1461.0,108.45,5,5.5
4497,Honda Amaze S,Honda,Jaipur,2014,18776.0,Petrol,Manual,First,17.8,1198.0,86.7,5,4.75
4498,Honda Amaze S,Honda,Jaipur,2016,6714.0,Petrol,Manual,First,18.0,1198.0,86.7,5,4.75
4499,BMW 3 Series,BMW,Pune,2009,40000.0,Petrol,Automatic,Second,12.05,1995.0,154.0,5,9.5
4500,Maruti Ritz LDi,Maruti,Coimbatore,2011,88539.0,Diesel,Manual,First,23.2,1248.0,73.94,5,3.77
4501,Honda City 1.5,Honda,Delhi,2012,65055.0,Petrol,Manual,Second,17.0,1497.0,118.0,5,4.25
4502,BMW 3 Series,BMW,Mumbai,2014,23000.0,Diesel,Automatic,First,18.88,1995.0,184.0,5,19.9
4503,Volkswagen Jetta 2007-2011,Volkswagen,Chennai,2009,60000.0,Diesel,Manual,First,15.0,1896.0,105.0,5,4.0
4504,Maruti Swift Dzire,Maruti,Kochi,2013,59350.0,Petrol,Manual,First,19.1,1197.0,85.8,5,4.16
4505,Jaguar XF 2.2,Jaguar,Bangalore,2015,19000.0,Diesel,Automatic,Second,16.36,2179.0,187.7,5,38.0
4506,Hyundai Xcent 1.2,Hyundai,Kochi,2016,45560.0,Petrol,Automatic,First,16.9,1197.0,82.0,5,6.34
4507,Toyota Innova 2.5,Toyota,Pune,2009,118000.0,Diesel,Manual,First,12.8,2494.0,102.0,8,4.5
4508,Maruti Eeco 7,Maruti,Chennai,2016,55000.0,Petrol,Manual,First,15.1,1196.0,73.0,7,3.75
4509,Audi A4 New,Audi,Delhi,2012,60000.0,Diesel,Automatic,Second,15.2,1968.0,140.8,5,10.2
4510,Toyota Innova 2.5,Toyota,Chennai,2007,145000.0,Diesel,Manual,First,12.8,2494.0,102.0,8,5.0
4511,Maruti Grand Vitara,Maruti,Mumbai,2008,46810.0,Petrol,Manual,First,9.8,1995.0,163.5,5,3.95
4512,Volkswagen Vento 1.5,Volkswagen,Coimbatore,2016,62767.0,Diesel,Manual,First,20.34,1498.0,103.2,5,9.75
4513,Hyundai Elite i20,Hyundai,Kochi,2018,18553.0,Petrol,Manual,First,18.6,1197.0,81.86,5,7.93
4514,Ford Fiesta Classic,Ford,Hyderabad,2011,143143.0,Diesel,Manual,First,17.8,1399.0,67.0,5,2.1
4515,Mitsubishi Pajero Sport,Mitsubishi,Coimbatore,2015,53497.0,Diesel,Manual,First,13.5,2477.0,175.56,7,16.42
4516,Hyundai Santa Fe,Hyundai,Bangalore,2011,148000.0,Diesel,Manual,Second,14.66,2199.0,194.3,7,8.9
4517,Mahindra XUV500 W8,Mahindra,Pune,2012,95000.0,Diesel,Manual,First,15.1,2179.0,140.0,7,7.21
4518,Toyota Innova 2.5,Toyota,Chennai,2015,100000.0,Diesel,Manual,First,12.8,2494.0,102.0,8,13.5
4519,Mercedes-Benz GLE 350d,Mercedes-Benz,Chennai,2016,29000.0,Diesel,Automatic,First,11.57,2987.0,254.79,5,65.0
4520,Mahindra Scorpio 2009-2014,Mahindra,Bangalore,2014,87000.0,Diesel,Manual,First,12.05,2179.0,120.0,7,7.4
4521,Honda City 1.5,Honda,Kochi,2014,56838.0,Petrol,Automatic,First,16.8,1497.0,118.0,5,5.15
4522,Mercedes-Benz GL-Class 2007,Mercedes-Benz,Pune,2013,100000.0,Diesel,Automatic,First,12.0,2987.0,224.0,7,32.0
4523,Honda City 1.5,Honda,Kolkata,2011,125000.0,Petrol,Manual,First,17.0,1497.0,118.0,5,3.25
4524,Maruti Wagon R,Maruti,Kolkata,2017,17000.0,Petrol,Automatic,First,22.5,998.0,67.0,5,3.95
4525,Tata Indigo eCS,Tata,Pune,2013,70000.0,Petrol,Manual,Second,15.4,1193.0,65.0,5,1.5
4526,Hyundai i20 2015-2017,Hyundai,Pune,2010,50000.0,Petrol,Manual,Second,17.0,1197.0,80.0,5,3.0
4527,Honda Jazz Active,Honda,Kolkata,2010,39800.0,Petrol,Manual,First,16.0,1198.0,90.0,5,1.99
4528,Maruti A-Star Lxi,Maruti,Kolkata,2010,60000.0,Petrol,Manual,First,19.0,998.0,66.1,5,1.35
4529,BMW 3 Series,BMW,Hyderabad,2009,58000.0,Diesel,Automatic,First,16.07,1995.0,181.0,5,13.5
4530,Skoda Yeti Elegance,Skoda,Hyderabad,2010,110009.0,Diesel,Manual,First,17.67,1968.0,138.08,5,6.99
4531,Nissan Terrano XV,Nissan,Hyderabad,2013,85000.0,Diesel,Manual,First,19.01,1461.0,108.5,5,8.5
4532,Volkswagen Polo Diesel,Volkswagen,Pune,2010,84000.0,Diesel,Manual,Second,22.07,1199.0,73.9,5,2.89
4533,BMW 3 Series,BMW,Mumbai,2011,51000.0,Diesel,Automatic,First,22.69,1995.0,190.0,5,10.5
4534,Nissan Sunny 2011-2014,Nissan,Kochi,2013,68880.0,Petrol,Manual,First,16.95,1498.0,97.7,5,3.97
4535,Maruti Alto K10,Maruti,Chennai,2017,5500.0,Petrol,Automatic,First,24.07,998.0,67.1,5,4.25
4536,Maruti Ritz ZXI,Maruti,Coimbatore,2016,40052.0,Petrol,Manual,First,21.1,1197.0,85.8,5,6.17
4537,Audi Q5 30,Audi,Coimbatore,2016,47293.0,Diesel,Automatic,First,14.16,1968.0,174.3,5,38.72
4538,Hyundai Verna CRDi,Hyundai,Hyderabad,2013,79663.0,Diesel,Manual,First,16.8,1493.0,110.0,5,6.5
4539,Honda Amaze S,Honda,Jaipur,2013,63000.0,Diesel,Manual,Second,25.8,1498.0,98.6,5,4.25
4540,Honda City i,Honda,Kolkata,2014,45000.0,Diesel,Manual,First,26.0,1498.0,98.6,5,4.75
4541,Toyota Fortuner TRD,Toyota,Kochi,2014,56501.0,Diesel,Automatic,First,12.9,2755.0,174.5,7,17.71
4542,Volkswagen Vento 1.5,Volkswagen,Jaipur,2015,58000.0,Diesel,Manual,First,20.34,1498.0,103.2,5,5.85
4543,BMW 5 Series,BMW,Coimbatore,2011,51602.0,Diesel,Automatic,First,22.48,1995.0,190.0,5,17.27
4544,BMW 3 Series,BMW,Hyderabad,2007,74199.0,Diesel,Automatic,First,16.07,1995.0,181.0,5,9.25
4545,Hyundai Creta 1.6,Hyundai,Ahmedabad,2017,25000.0,Petrol,Automatic,First,13.0,1591.0,121.3,5,12.75
4546,BMW 3 Series,BMW,Pune,2016,70000.0,Diesel,Automatic,Second,21.76,1995.0,190.0,5,27.0
4547,Mercedes-Benz New C-Class,Mercedes-Benz,Bangalore,2013,25000.0,Diesel,Automatic,Second,14.84,2143.0,167.62,5,21.0
4548,Maruti Swift Dzire,Maruti,Hyderabad,2017,22000.0,Diesel,Manual,First,26.59,1248.0,74.0,5,7.95
4549,Maruti Celerio ZXI,Maruti,Hyderabad,2015,47020.0,Petrol,Manual,Second,23.1,998.0,67.04,5,4.5
4550,BMW 3 Series,BMW,Mumbai,2017,8000.0,Diesel,Automatic,First,19.59,1995.0,187.74,5,33.75
4551,Audi Q7 4.2,Audi,Delhi,2010,73000.0,Diesel,Automatic,First,11.33,4134.0,335.2,7,17.51
4552,Honda Jazz V,Honda,Kochi,2017,36973.0,Petrol,Manual,First,18.2,1199.0,88.7,5,6.8
4553,Tata Nano Cx,Tata,Coimbatore,2014,42083.0,Petrol,Manual,First,25.4,624.0,37.48,4,1.68
4554,Maruti Alto 800,Maruti,Chennai,2016,61000.0,Petrol,Manual,First,24.7,796.0,47.3,5,2.9
4555,Maruti Wagon R,Maruti,Mumbai,2014,43628.0,Petrol,Manual,First,22.5,998.0,67.04,5,3.16
4556,Hyundai Xcent 1.1,Hyundai,Jaipur,2014,60000.0,Diesel,Manual,First,24.4,1120.0,71.0,5,3.9
4557,Chevrolet Beat LT,Chevrolet,Delhi,2010,54000.0,Petrol,Manual,Second,17.8,1199.0,76.8,5,1.95
4558,Jaguar XF 2.2,Jaguar,Kochi,2015,27001.0,Diesel,Automatic,First,16.36,2179.0,187.7,5,26.52
4559,Volkswagen Passat Diesel,Volkswagen,Chennai,2010,52000.0,Diesel,Automatic,First,18.33,1968.0,167.7,5,9.0
4560,Hyundai i20 Asta,Hyundai,Hyderabad,2012,80000.0,Diesel,Manual,First,21.27,1396.0,88.76,5,4.5
4561,Mitsubishi Pajero 2.8,Mitsubishi,Chennai,2008,160000.0,Diesel,Manual,First,10.5,2835.0,107.2,6,8.75
4562,Maruti Vitara Brezza,Maruti,Chennai,2018,3300.0,Diesel,Automatic,First,24.3,1248.0,88.5,5,11.5
4563,Maruti Alto K10,Maruti,Delhi,2016,35027.0,Petrol,Manual,First,24.07,998.0,67.1,5,3.0
4564,Hyundai EON Magna,Hyundai,Coimbatore,2015,26568.0,Petrol,Manual,First,21.1,814.0,55.2,5,3.79
4565,Maruti Ciaz VDi,Maruti,Ahmedabad,2015,59000.0,Diesel,Manual,First,28.09,1248.0,88.5,5,6.0
4566,Hyundai Creta 1.6,Hyundai,Bangalore,2016,51000.0,Diesel,Manual,First,19.67,1582.0,126.2,5,13.25
4567,Skoda Superb Ambition,Skoda,Delhi,2012,56400.0,Diesel,Automatic,First,17.2,1968.0,138.1,5,8.0
4568,Volkswagen Polo 1.5,Volkswagen,Hyderabad,2015,80000.0,Diesel,Manual,First,20.14,1498.0,88.8,5,5.8
4569,BMW 5 Series,BMW,Delhi,2012,72000.0,Diesel,Automatic,Third,18.48,1498.0,88.8,5,13.85
4570,Toyota Innova 2.5,Toyota,Hyderabad,2013,107000.0,Diesel,Manual,Second,12.99,2494.0,100.6,7,13.5
4571,Mercedes-Benz E-Class 2009-2013,Mercedes-Benz,Pune,2014,100000.0,Diesel,Automatic,First,14.21,2143.0,203.0,5,25.0
4572,Volkswagen Polo 1.5,Volkswagen,Kochi,2016,59998.0,Diesel,Manual,First,20.14,1498.0,88.8,5,5.49
4573,Audi Q3 2.0,Audi,Hyderabad,2013,105000.0,Diesel,Automatic,First,17.32,1968.0,150.0,5,19.0
4574,Hyundai i20 1.2,Hyundai,Kolkata,2011,36000.0,Petrol,Manual,First,18.5,1197.0,80.0,5,2.5
4575,Hyundai i10 Sportz,Hyundai,Kolkata,2015,24350.0,Petrol,Manual,Second,19.81,1086.0,68.05,5,3.0
4576,Tata Tigor 1.05,Tata,Kochi,2018,28973.0,Diesel,Manual,First,24.7,1047.0,69.0,5,6.64
4577,Hyundai EON Era,Hyundai,Kochi,2017,8243.0,Petrol,Manual,First,21.1,814.0,55.2,5,3.21
4578,Hyundai Santro Xing,Hyundai,Chennai,2009,136642.0,Petrol,Manual,Second,17.92,1086.0,62.1,5,1.55
4579,Hyundai Santro Xing,Hyundai,Hyderabad,2011,60000.0,Petrol,Manual,First,17.92,1086.0,62.1,5,2.59
4580,Mahindra Scorpio SLX,Mahindra,Chennai,2008,100000.0,Diesel,Manual,Second,12.7,2609.0,120.0,8,4.0
4581,Honda City i-VTEC,Honda,Jaipur,2010,48689.0,Petrol,Manual,First,17.4,1497.0,117.3,5,3.87
4582,Maruti Vitara Brezza,Maruti,Bangalore,2017,45000.0,Diesel,Manual,First,24.3,1248.0,88.5,5,9.75
4583,Audi A4 35,Audi,Kochi,2019,38163.0,Diesel,Automatic,First,17.11,1968.0,174.33,5,32.91
4584,Mercedes-Benz E-Class 2009-2013,Mercedes-Benz,Chennai,2011,43800.0,Diesel,Automatic,Second,14.21,2143.0,203.0,5,16.75
4585,Honda Civic 2006-2010,Honda,Jaipur,2007,92000.0,Petrol,Manual,First,13.5,1799.0,130.0,5,1.9
4586,Hyundai i20 Magna,Hyundai,Kochi,2017,14064.0,Petrol,Manual,First,18.6,1197.0,81.83,5,6.59
4587,Audi Q3 35,Audi,Coimbatore,2017,42366.0,Diesel,Automatic,First,15.73,1968.0,174.33,5,31.93
4588,Honda City i,Honda,Jaipur,2014,76551.0,Diesel,Manual,First,25.1,1498.0,98.6,5,7.25
4589,Hyundai i10 Era,Hyundai,Pune,2008,72672.0,Petrol,Manual,First,19.81,1086.0,68.05,5,1.9
4590,Maruti Swift VDI,Maruti,Kolkata,2015,45000.0,Diesel,Manual,First,25.2,1248.0,74.0,5,3.55
4591,Ford Endeavour 3.0L,Ford,Hyderabad,2012,91696.0,Diesel,Automatic,First,11.4,2953.0,153.86,7,9.25
4592,Ford Ikon 1.3,Ford,Kochi,2009,66484.0,Petrol,Manual,First,13.8,1299.0,70.0,5,1.65
4593,BMW X1 sDrive,BMW,Coimbatore,2019,15456.0,Diesel,Automatic,First,20.68,1995.0,190.0,5,36.64
4594,Mercedes-Benz E-Class 2009-2013,Mercedes-Benz,Mumbai,2011,55000.0,Diesel,Automatic,Second,14.21,2143.0,203.0,5,16.0
4595,Maruti Eeco 5,Maruti,Kochi,2019,21112.0,CNG,Manual,First,15.1,1196.0,73.0,5,5.38
4596,Honda Jazz Select,Honda,Pune,2011,98000.0,Petrol,Manual,First,16.7,1196.0,73.0,5,3.15
4597,Honda Amaze S,Honda,Ahmedabad,2014,61297.0,Diesel,Manual,First,25.8,1498.0,98.6,5,4.35
4598,Maruti Zen LXi,Maruti,Hyderabad,2006,80000.0,Petrol,Manual,Second,17.3,993.0,60.0,5,1.2
4599,Hyundai i20 Magna,Hyundai,Jaipur,2013,59000.0,Petrol,Manual,Second,18.5,1197.0,80.0,5,4.1
4600,BMW X5 3.0d,BMW,Chennai,2009,150000.0,Diesel,Automatic,First,11.0,2993.0,235.0,5,18.75
4601,Hyundai Creta 1.6,Hyundai,Coimbatore,2017,60083.0,Diesel,Manual,First,19.67,1582.0,126.2,5,13.78
4602,Maruti Swift Dzire,Maruti,Kolkata,2016,85450.0,Diesel,Manual,First,26.59,1248.0,74.0,5,4.0
4603,Maruti Swift VDI,Maruti,Jaipur,2013,88000.0,Diesel,Manual,First,22.9,1248.0,74.0,5,4.33
4604,Hyundai Grand i10,Hyundai,Kochi,2015,81828.0,Diesel,Manual,First,24.0,1186.0,73.97,5,5.43
4605,Ford Figo Aspire,Ford,Mumbai,2016,18000.0,Petrol,Manual,First,18.16,1196.0,86.8,5,4.9
4606,BMW X5 X5,BMW,Chennai,2017,15000.0,Diesel,Automatic,First,15.97,2993.0,258.0,5,70.0
4607,Mercedes-Benz New C-Class,Mercedes-Benz,Kolkata,2016,34000.0,Diesel,Automatic,First,11.78,2143.0,167.62,5,25.5
4608,Hyundai Grand i10,Hyundai,Ahmedabad,2015,46000.0,Petrol,Automatic,First,18.9,1197.0,82.0,5,5.1
4609,Hyundai Verna 1.6,Hyundai,Hyderabad,2013,48158.0,Diesel,Manual,First,22.32,1582.0,126.32,5,6.7
4610,BMW 5 Series,BMW,Hyderabad,2013,93000.0,Diesel,Automatic,First,16.73,2993.0,218.0,5,26.5
4611,Nissan Micra Diesel,Nissan,Ahmedabad,2013,71007.0,Diesel,Manual,First,23.08,1461.0,63.1,5,3.9
4612,Maruti SX4 ZXI,Maruti,Pune,2010,63067.0,Petrol,Manual,Second,15.5,1586.0,103.3,5,2.7
4613,Tata Manza Aura,Tata,Hyderabad,2011,70259.0,Diesel,Manual,First,21.12,1248.0,88.8,5,2.95
4614,Audi A4 2.0,Audi,Ahmedabad,2015,13000.0,Diesel,Automatic,First,16.55,1968.0,140.0,5,23.0
4615,Maruti Swift Ldi,Maruti,Pune,2009,140000.0,Diesel,Manual,Second,17.8,1248.0,75.0,5,2.49
4616,Maruti Swift LDI,Maruti,Jaipur,2015,130000.0,Diesel,Manual,First,25.2,1248.0,74.0,5,4.5
4617,Toyota Corolla Altis,Toyota,Delhi,2011,89401.0,Diesel,Manual,First,21.43,1364.0,87.2,5,4.5
4618,Honda Jazz 1.5,Honda,Hyderabad,2015,67000.0,Diesel,Manual,First,27.3,1498.0,98.6,5,6.9
4619,BMW 6 Series,BMW,Kochi,2010,65329.0,Petrol,Automatic,First,7.94,4395.0,450.0,4,20.72
4620,Skoda Fabia 1.2,Skoda,Jaipur,2010,72000.0,Petrol,Manual,First,16.25,1198.0,73.9,5,2.21
4621,Fiat Siena 1.2,Fiat,Jaipur,2001,70000.0,Petrol,Manual,Third,0.0,1242.0,88.0,5,0.55
4622,Land Rover Freelander,Land,Mumbai,2011,82000.0,Diesel,Automatic,Second,12.35,2179.0,187.74,5,13.9
4623,Ford Fiesta 1.6,Ford,Pune,2010,85000.0,Petrol,Manual,First,15.3,1596.0,101.0,5,1.46
4624,Hyundai Verna SX,Hyundai,Pune,2012,83000.0,Diesel,Automatic,First,19.08,1582.0,126.32,5,6.0
4625,Renault KWID 1.0,Renault,Jaipur,2016,26000.0,Petrol,Manual,First,21.7,999.0,67.0,5,3.0
4626,Tata Indica Vista,Tata,Delhi,2012,27000.0,Diesel,Manual,First,22.3,1248.0,88.8,5,3.5
4627,Hyundai i20 Active,Hyundai,Kochi,2018,37746.0,Diesel,Manual,First,21.19,1396.0,88.73,5,7.59
4628,Maruti SX4 Zxi,Maruti,Mumbai,2009,63274.0,Petrol,Manual,Second,15.0,1586.0,104.68,5,1.99
4629,Renault KWID RXT,Renault,Hyderabad,2016,25000.0,Petrol,Manual,First,25.17,799.0,53.3,5,3.8
4630,Mahindra Xylo E4,Mahindra,Bangalore,2013,197000.0,Diesel,Manual,First,11.68,2498.0,112.0,7,4.0
4631,Hyundai EON D,Hyundai,Bangalore,2013,45010.0,Petrol,Manual,Second,21.1,814.0,55.2,5,2.95
4632,Honda Amaze VX,Honda,Delhi,2013,75348.0,Diesel,Manual,First,25.8,1498.0,98.6,5,3.75
4633,Volkswagen Polo Diesel,Volkswagen,Kolkata,2010,90110.0,Diesel,Manual,First,22.07,1199.0,73.9,5,2.5
4634,Honda City 1.5,Honda,Pune,2011,102013.0,Petrol,Manual,First,17.0,1497.0,118.0,5,3.75
4635,Toyota Fortuner 4x2,Toyota,Pune,2015,36000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7,22.0
4636,Honda Amaze E,Honda,Kochi,2017,37578.0,Petrol,Manual,First,18.0,1198.0,86.7,5,6.14
4637,BMW 1 Series,BMW,Pune,2015,46001.0,Diesel,Automatic,First,20.58,1995.0,143.0,5,16.0
4638,Maruti Celerio VXI,Maruti,Hyderabad,2014,46559.0,Petrol,Automatic,First,23.1,998.0,67.04,5,3.75
4639,Toyota Innova 2.5,Toyota,Mumbai,2015,48000.0,Diesel,Manual,First,12.99,2494.0,100.6,8,11.75
4640,Jaguar XF 2.2,Jaguar,Pune,2013,46000.0,Diesel,Automatic,Second,16.36,2179.0,187.7,5,24.0
4641,Honda WRV i-VTEC,Honda,Hyderabad,2017,15000.0,Petrol,Manual,First,17.5,1199.0,88.7,5,8.9
4642,BMW X1 sDrive20d,BMW,Chennai,2012,85000.0,Diesel,Automatic,Third,17.05,1995.0,184.0,5,10.0
4643,Skoda Rapid 1.6,Skoda,Mumbai,2014,32000.0,Petrol,Automatic,First,14.3,1598.0,103.5,5,5.55
4644,Volkswagen Vento 1.6,Volkswagen,Kochi,2012,60818.0,Petrol,Manual,First,16.09,1598.0,103.5,5,3.59
4645,Ford EcoSport 1.5,Ford,Coimbatore,2019,35188.0,Diesel,Manual,First,22.77,1498.0,98.59,5,11.13
4646,Mahindra XUV500 W6,Mahindra,Jaipur,2012,110000.0,Diesel,Manual,First,15.1,2179.0,140.0,7,7.2
4647,Ford Fiesta Classic,Ford,Mumbai,2014,61000.0,Diesel,Manual,First,18.6,1388.0,67.0,5,2.98
4648,Hyundai Santro Xing,Hyundai,Pune,2010,75000.0,Petrol,Manual,Second,17.92,1086.0,62.1,5,1.7
4649,Mercedes-Benz GL-Class 2007,Mercedes-Benz,Delhi,2015,55000.0,Diesel,Automatic,First,12.0,2987.0,224.0,7,52.0
4650,Maruti Alto LXi,Maruti,Pune,2003,69966.0,Petrol,Manual,First,19.7,796.0,46.3,5,0.95
4651,Honda City i,Honda,Mumbai,2016,42000.0,Petrol,Manual,First,17.8,1497.0,117.3,5,9.25
4652,Hyundai Santa Fe,Hyundai,Bangalore,2014,48000.0,Diesel,Automatic,First,13.01,2199.0,194.3,7,16.25
4653,Mercedes-Benz GLA Class,Mercedes-Benz,Kolkata,2015,35000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5,20.99
4654,Toyota Innova 2.5,Toyota,Chennai,2005,128000.0,Diesel,Manual,Second,12.8,2494.0,102.0,8,4.25
4655,BMW 3 Series,BMW,Bangalore,2008,78000.0,Diesel,Automatic,Second,16.07,1995.0,181.0,5,7.2
4656,Maruti Swift ZXI,Maruti,Hyderabad,2011,53080.0,Petrol,Manual,First,18.6,1197.0,85.8,5,4.4
4657,Volkswagen Vento Petrol,Volkswagen,Pune,2011,66000.0,Petrol,Manual,Second,15.04,1598.0,103.6,5,4.25
4658,Maruti Ertiga VXI,Maruti,Ahmedabad,2012,25000.0,Petrol,Manual,First,16.02,1373.0,93.7,7,5.35
4659,Hyundai Grand i10,Hyundai,Coimbatore,2016,36139.0,Petrol,Automatic,Second,18.9,1197.0,82.0,5,6.3
4660,Hyundai Creta 1.6,Hyundai,Delhi,2017,44000.0,Diesel,Manual,First,19.67,1582.0,126.2,5,12.5
4661,Audi A6 3.0,Audi,Ahmedabad,2008,50000.0,Diesel,Automatic,Second,16.77,2967.0,241.38,5,7.5
4662,Mahindra XUV500 W8,Mahindra,Delhi,2016,81177.0,Diesel,Manual,First,16.0,1997.0,140.0,7,11.25
4663,Ford EcoSport 1.5,Ford,Mumbai,2016,26000.0,Petrol,Automatic,First,16.05,1499.0,110.4,5,7.65
4664,Hyundai Xcent 1.1,Hyundai,Mumbai,2016,100000.0,Diesel,Manual,First,24.4,1120.0,71.0,5,4.5
4665,Volkswagen Vento 1.5,Volkswagen,Hyderabad,2014,75000.0,Diesel,Automatic,First,21.21,1498.0,103.2,5,7.5
4666,Mercedes-Benz S-Class 280,Mercedes-Benz,Kochi,2004,119859.0,Petrol,Automatic,First,13.0,2987.0,210.0,5,7.1
4667,Hyundai i10 Magna,Hyundai,Mumbai,2010,55980.0,Petrol,Manual,First,20.36,1197.0,78.9,5,2.25
4668,Audi A4 35,Audi,Hyderabad,2015,30000.0,Diesel,Automatic,First,17.11,1968.0,174.33,5,27.0
4669,Hyundai i20 Sportz,Hyundai,Pune,2012,49700.0,Diesel,Manual,Second,21.9,1396.0,88.76,5,4.18
4670,Hyundai Verna 1.4,Hyundai,Chennai,2013,79000.0,Diesel,Manual,First,23.5,1396.0,88.7,5,6.5
4671,Honda City 1.5,Honda,Delhi,2010,65100.0,Petrol,Manual,First,17.0,1497.0,118.0,5,3.15
4672,Maruti Ertiga VDI,Maruti,Pune,2016,54161.0,Diesel,Manual,First,25.47,1248.0,88.5,7,7.64
4673,Maruti Alto LXi,Maruti,Hyderabad,2011,28619.0,Petrol,Manual,First,19.7,796.0,46.3,5,2.4
4674,Maruti Wagon R,Maruti,Mumbai,2016,9000.0,Petrol,Automatic,First,20.51,998.0,67.0,5,4.25
4675,Hyundai Verna 1.6,Hyundai,Kochi,2016,42876.0,Diesel,Automatic,First,19.08,1582.0,126.2,5,9.31
4676,Maruti Alto LXi,Maruti,Bangalore,2011,64000.0,Petrol,Manual,First,19.7,796.0,46.3,5,2.39
4677,Volkswagen Vento 1.6,Volkswagen,Kochi,2018,20488.0,Petrol,Manual,Second,16.09,1598.0,103.5,5,7.64
4678,Maruti Baleno Zeta,Maruti,Delhi,2016,21000.0,Petrol,Manual,First,21.4,1197.0,83.1,5,6.21
4679,Land Rover Freelander,Land,Jaipur,2012,119203.0,Diesel,Automatic,First,0.0,2179.0,115.0,5,16.5
4680,Honda CR-V 2.0L,Honda,Kochi,2011,55987.0,Petrol,Automatic,First,13.7,1997.0,153.86,5,8.22
4681,Toyota Fortuner 2.8,Toyota,Coimbatore,2017,72668.0,Diesel,Manual,First,14.24,2755.0,174.5,7,28.85
4682,Honda City V,Honda,Mumbai,2015,32000.0,Petrol,Automatic,First,15.6,1497.0,116.3,5,8.5
4683,Mercedes-Benz SLK-Class 55,Mercedes-Benz,Bangalore,2014,3000.0,Petrol,Automatic,Second,12.0,5461.0,421.0,2,90.0
4684,Honda City i-VTEC,Honda,Mumbai,2015,10400.0,Petrol,Manual,First,17.4,1497.0,117.3,5,6.51
4685,Maruti Swift VDI,Maruti,Mumbai,2013,35000.0,Diesel,Manual,First,22.9,1248.0,74.0,5,4.65
4686,Toyota Corolla Altis,Toyota,Kochi,2013,55101.0,Petrol,Automatic,First,14.53,1794.0,138.1,5,8.4
4687,Toyota Etios Cross,Toyota,Bangalore,2014,57464.0,Diesel,Manual,First,23.59,1364.0,67.06,5,5.75
4688,Maruti Wagon R,Maruti,Jaipur,2006,110000.0,Petrol,Manual,First,18.9,998.0,67.1,5,1.11
4689,Fiat Punto 1.2,Fiat,Kochi,2017,17941.0,Petrol,Manual,First,15.7,998.0,67.1,5,3.93
4690,Mercedes-Benz E-Class 2015-2017,Mercedes-Benz,Mumbai,2014,72000.0,Petrol,Automatic,First,12.0,1991.0,184.0,5,17.25
4691,Jaguar XF Aero,Jaguar,Delhi,2012,16000.0,Diesel,Automatic,First,16.36,2179.0,187.7,5,32.0
4692,Hyundai i20 Sportz,Hyundai,Kochi,2011,62020.0,Petrol,Manual,First,17.0,1197.0,80.0,5,3.45
4693,Land Rover Freelander,Land,Pune,2014,85000.0,Diesel,Automatic,Second,12.39,2179.0,147.51,5,23.0
4694,Hyundai Elite i20,Hyundai,Kochi,2018,14223.0,Petrol,Manual,First,18.6,1197.0,81.86,5,7.32
4695,Honda Amaze S,Honda,Jaipur,2014,41210.0,Petrol,Manual,First,18.0,1198.0,86.7,5,4.4
4696,Mercedes-Benz M-Class ML,Mercedes-Benz,Bangalore,2015,20000.0,Diesel,Automatic,First,0.0,2987.0,165.0,5,47.35
4697,Maruti Alto 800,Maruti,Coimbatore,2016,18043.0,Petrol,Manual,First,22.74,796.0,47.3,5,4.12
4698,Toyota Innova Crysta,Toyota,Chennai,2016,80000.0,Diesel,Automatic,First,11.36,2755.0,171.5,7,19.5
4699,Hyundai Grand i10,Hyundai,Hyderabad,2016,21000.0,Petrol,Automatic,First,18.9,1197.0,82.0,5,6.2
4700,BMW X3 xDrive30d,BMW,Bangalore,2016,49000.0,Diesel,Automatic,First,16.55,2993.0,258.0,5,45.0
4701,Maruti 1000 AC,Maruti,Hyderabad,1998,104000.0,Petrol,Manual,Second,15.0,970.0,88.0,5,0.85
4702,Hyundai i20 Magna,Hyundai,Chennai,2010,95000.0,Petrol,Manual,Second,18.5,1197.0,80.0,5,2.8
4703,Hyundai Grand i10,Hyundai,Pune,2015,32000.0,Petrol,Automatic,First,18.9,1197.0,82.0,5,4.8
4704,Hyundai Santro Xing,Hyundai,Pune,2003,80000.0,Petrol,Manual,Second,17.0,1197.0,82.0,5,0.9
